iseq,war,campn,engagem,atkr,atk_cmdr,defr,def_cmdr,date,long,lat,dist_att,dist_def,elev_mean_h,elev_min_h,elev_max_h,elev_var_h,elev_sd_h,elev_mean_l,elev_min_l,elev_max_l,elev_var_l,elev_sd_l,a_frontage,d_frontage,soft_ar,tree_ar,river,wet,overcast,temp,unit_ar,unit_cp,unit_dv,unit_rg,amilpert,dmilpert,ffr,afsr,dfsr,frontat,envelop,defoff,surprise,fort,a_tks_to,a_tks_lt,a_tks_mb,a_sortie,a_arty,d_tks_to,d_tks_lt,d_tks_mb,d_sortie,d_arty,a_democ,d_democ,a_prisec,d_prisec,a_coup5,d_coup5,duration,acas_per,dcas_per,ler,ln_ler,a_advance,rtadv
461,WORLD WAR II (EUROPEAN THEATER),NORMANDY BREAKOUT,MORTAIN,GER 47TH PZ CORPS,GEN FUNCK,US 30TH INF DIV(+),MG HOBBS,1944.6,-0.9386,48.6467,907752.6668,4372495.702,198.7828,93,307,5222.186866,72.2647,199.6667,150,273,1653.8667,40.6678,9,9,0,0,0,0,0,1,0,1,0,0,25497,27673,0.921367398,2833,3074.777778,1,0,1,2,0,120,0,120,NA,218,340,118,222,100,192,0,10,1252,2220,0,0,5.9993,4800,2673,1.7957,0.5854,38000,1.7
462,WORLD WAR II (EUROPEAN THEATER),LE MANS TO METZ,CHARTRES,US 7TH ARMD DIV,MG SILVESTER,GER 1ST ARMY(-),GEN CHEVALLERIE,1944.625,1.4835,48.4441,4497829.35,804173.622,147.6667,130,159,67.38603921,8.2089,145.5,143,148,12.5,3.5355,5,5,0,0,0,0,0,1,0,0,1,0,15646,8325,1.879399399,3129.2,1665,0,0,0,0,0,317,78,239,0,146,15,0,15,0,76,10,0,2220,1252,0,0,1,113,579,0.1952,-1.6339,34000,6
464,WORLD WAR II (EUROPEAN THEATER),LE MANS TO METZ,SEINE RIVER,US 20TH CORPS,MG WALKER,GER 1ST ARMY(-),GEN CHEVALLERIE,1944.644,2.6603,48.5415,4564039.37,744487.3296,94.3574,32,149,463.6787022,21.5332,93.6154,41,141,571.5587,23.9073,45,45,0,0.098087183,1,1,1,1,0,1,0,0,40619,15000,2.707933333,902.6444444,333.3333333,0,0,0,0,0,472,137,335,73,296,38,0,38,0,80,10,0,2220,1252,0,0,3,234,906,0.2583,-1.3537,66000,12.7
465,WORLD WAR II (EUROPEAN THEATER),LE MANS TO METZ,MOSELLE-METZ,US 20TH CORPS,MG WALKER,GER 1ST ARMY(-),GEN KNOBELSDORF,1944.682,6.0598,49.0469,4761190.868,562912.4782,243.3252,164,373,2798.73799,52.9031,244.625,191,319,1456.5167,38.1643,25,25,0,0,1,1,1,1,0,1,0,0,59631,41500,1.436891566,2385.24,1660,0,0,1,0,0,585,154,431,338,520,160,0,160,0,248,10,0,2220,1252,0,0,6,1647,1700,0.9688,-0.0317,60000,5.3
466,WORLD WAR II (EUROPEAN THEATER),LE MANS TO METZ,METZ,US 20TH CORPS,MG WALKER,GER 1ST ARMY(-),GEN KNOBELSDORF,1944.701,6.1728,49.116,4769130.209,553060.5308,233.4885,156,368,2745.560884,52.3981,239.1765,186,303,1194.2794,34.5583,25,25,0,0,0,1,1,1,0,1,0,0,60794,39580,1.535977767,2431.76,1583.2,0,0,0,0,1,472,137,335,30,296,88,0,88,0,248,10,0,2220,1252,0,0,1,359,210,1.7095,0.5362,28000,0
467,WORLD WAR II (EUROPEAN THEATER),NORTHWEST EUROPE 1944,ARRACOURT,GER 111TH & 113TH PZ BDES(+),GEN KRUEGER,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)",MG WOOD,1944.718,6.5357,48.7244,570001.227,4778578.484,253.477,207,315,618.521874,24.8701,258.1667,238,286,432.9667,20.8079,10.4,10.4,0,0,0,1,1,1,0,0,0,1,7500,4800,1.5625,721.1538462,461.5384615,1,0,1,0,0,126,0,126,0,12,122,35,87,130,48,0,10,1252,2220,0,0,0.8924,779,119,6.5462,1.8789,28000,0
468,WORLD WAR II (EUROPEAN THEATER),AACHEN,WESTWALL,US 19TH CORPS,MG CORLETT,GER 81ST CORPS,GEN KOECHLING,1944.753,6.1452,50.6459,4811125.394,455167.0171,394.9401,261,583,7686.78288,87.6743,398.2857,276,503,7549.9048,86.8902,12.5,12.5,0,0.882608104,1,1,1,1,0,1,0,0,32283,19632,1.64440709,2582.64,1570.56,0,0,1,0,1,312,NA,NA,NA,234,63,0,63,79,116,10,0,2220,1252,0,0,2.7118,1477,3616,0.4085,-0.8954,32000,1.3
469,WORLD WAR II (EUROPEAN THEATER),NORTHWEST EUROPE 1944,SCHMIDT,US 28TH INF DIV(+),MG COTA,GER 74TH CORPS(-),GEN STRAUBE,1944.838,6.3743,50.6477,4823452.26,443772.7512,418.3003,254,565,5978.18137,77.3187,339.3333,225,431,7613.4667,87.2552,9.5,9.5,0,0.797855268,1,1,1,1,0,1,0,0,20493,20250,1.012,2157.157895,2131.578947,0,0,1,0,1,91,17,74,NA,162,66,0,66,NA,107,10,0,2220,1252,0,0,12,3683,3000,1.2277,0.2051,33000,0.4
470,WORLD WAR II (EUROPEAN THEATER),SAAR (LORRAINE),SEILLE-NIED,US 12TH CORPS,MG EDDY,GER 84TH CORPS(-)(+),GEN BALCK,1944.855,6.6476,48.932,4789979.353,548809.0726,251.3262,181,396,1031.27046,32.1134,266.6458,204,323,650.7017,25.5089,48,48,0,0.013262986,1,1,1,0,0,1,0,0,99583,23588,4.221765304,2074.645833,491.4166667,0,0,1,1,1,764,199,565,52,543,71,NA,NA,0,99,10,0,2220,1252,0,0,5,4265,4880,0.874,-0.1347,42000,2.8
473,WORLD WAR II (EUROPEAN THEATER),SAAR (LORRAINE),MORHANGE-FAULQUEMONT,US 12TH CORPS,MG EDDY,GER 13TH SS PZ CORPS(-)(+),LG PRIESS,1944.869,6.5996,49.0417,4790246.18,541862.2792,256.4617,166,396,1294.617969,35.9808,258.9811,192,323,669.6727,25.878,49,49,0,0.014848355,0,1,1,0,0,1,0,0,92393,28382,3.25533789,1885.571429,579.2244898,1,0,1,0,1,524,161,363,0,515,63,0,63,0,169,10,0,2220,1252,0,0,4,3223,2665,1.2094,0.1901,35000,1.7
475,WORLD WAR II (EUROPEAN THEATER),SAAR (LORRAINE),SARRE-ST. AVOLD,US 12TH CORPS,MG EDDY,GER 13TH SS PZ CORPS(-)(+),LG SIMON,1944.888,6.7087,49.1014,4797717.103,532865.7182,256.9637,156,418,1704.187011,41.2818,267.4286,186,336,1034.537,32.1642,64,64,0,0.047653542,0,0,1,0,0,1,0,0,88941,32396,2.745431535,1389.703125,506.1875,1,0,1,0,0,642,160,482,20,519,66,0,66,0,207,10,0,2220,1252,0,0,8,3279,4942,0.6635,-0.4102,50000,2.7
479,WORLD WAR II (EUROPEAN THEATER),SAAR (LORRAINE),DURSTEL-FAERBERSVILLER,US 12TH CORPS,MG EDDY,GER 13TH SS PZ CORPS (-)(+),LG SIMON,1944.91,7.1974,48.8915,4818699.071,531683.1232,275.5431,156,540,2953.802931,54.3489,291.7458,185,666,6188.9515,78.6699,51.2,51.2,0,0.284566948,0,1,1,0,0,1,0,0,90078,30712,2.932990362,1759.335938,599.84375,1,0,1,0,0,624,176,448,0,543,75,0,75,0,456,10,0,2220,1252,0,0,2,482,811,0.5943,-0.5203,30000,1
481,WORLD WAR II (EUROPEAN THEATER),SAAR (LORRAINE),SARRE-SINGLING,US 12TH CORPS,MG EDDY,GER 13TH SS PZ CORPS(-)(+),LG SIMON,1944.932,7.2226,49.0467,4824081.724,517756.7372,293.2256,199,413,2248.504659,47.4184,302.4333,234,453,1700.5989,41.2383,32,32,0,0.262309033,0,0,1,1,0,1,0,0,89977,31501,2.856322022,2811.78125,984.40625,1,0,0,0,0,624,176,448,19,565,42,0,42,0,193,10,0,2220,1252,0,0,2,835,1774,0.4707,-0.7536,34000,2.8
483,WORLD WAR II (EUROPEAN THEATER),ARDENNES,SAUER RIVER,GER 212TH VOLKSGRENADIER DIV,MG SENSFUSS,"US 12TH INF RGT, 4TH INF DIV(+)",MG BARTON,1944.959,6.4272,49.8163,491642.0959,4802024.346,303.5837,163,423,3499.432336,59.156,307.625,265,350,868.2679,29.4664,14.5,14.5,0,0.247040344,1,1,1,0,0,0,1,0,10000,8634,1.158211721,689.6551724,595.4482759,0,0,0,2,0,4,0,4,0,68,40,20,20,0,60,0,10,1252,2220,0,0,2,268,134,2,0.6931,35000,3.2
484,WORLD WAR II (EUROPEAN THEATER),ARDENNES,ST. VITH,GER 66TH CORPS(-),GEN LUCHT,"US COMBAT COMMAND 'B', 7TH ARMD DIV(+)",BG HASBROUCK,1944.962,6.0448,50.2946,479113.1371,4795251.02,501.6148,392,594,1883.794367,43.4027,488.8889,446,525,563.6111,23.7405,12,12,0,0.377983177,0,1,1,0,0,1,0,0,87000,19996,4.350870174,7250,1666.333333,1,0,0,0,0,251,0,251,0,94,152,40,112,0,108,0,10,1252,2220,0,0,6,4306,1731,2.4876,0.9113,58000,5
485,WORLD WAR II (EUROPEAN THEATER),ARDENNES,BASTOGNE,GER 67TH PZ CORPS (ELMS),GEN VON LUETTWITZ,US 10TH ARMD DIV(-)(+),COL ROBERTS,1944.964,5.7215,50.0055,511466.1343,4769453.548,499.5198,413,541,661.672729,25.723,480,450,500,437.5,20.9165,12,12,0,0.04458621,0,1,1,0,0,1,0,0,36678,4849,7.564033821,3056.5,404.0833333,1,0,0,0,0,359,0,359,0,313,152,47,105,0,18,0,10,1252,2220,0,0,3,3000,1151,2.6064,0.958,43000,5
486,WORLD WAR II,FRANCE 1940,SEDAN-MEUSE RIVER,GER 19TH PZ CORPS,GEN GUDERIAN,FR 2ND ARMY(+),GEN BILLOTTE,1940.364,5.0412,49.6974,561978.261,176837.3756,220.8316,151,359,2767.191337,52.6041,235,200,300,1750,41.833,9,9,0,0.106770338,1,0,0,1,1,0,0,0,48000,60000,0.8,5333.333333,6666.666667,0,0,1,2,0,600,450,150,2000,202,200,155,45,150,192,0,10,1252,1396,0,0,2,800,5000,0.16,-1.8326,38000,5
487,WORLD WAR II,MALAYA 1941,JITRA,JAP 5TH INF DIV(-),LG MATSUI,BR 11TH INDIAN DIV,MG MURRAY-LYON,1941.948,100.4271,6.2663,3939296.09,7529206.633,35.8133,4,269,2933.229776,54.1593,106.3333,91,122,240.3333,15.5027,8,8,0.360113385,0,0,1,1,2,0,0,1,0,7000,12000,0.583333333,875,1500,1,0,0,1,0,40,20,20,100,52,0,0,0,0,56,4,0,1899,1072,0,0,0.625,600,1200,0.5,-0.6931,35000,11
488,"WORLD WAR II, EASTERN FRONT",BARBAROSSA,ROVNO,GER 1ST PZ GROUP,GEN VON KLEIST,SOV SOUTHWESTERN AG(-),GEN KIRPONOS,1941.474,26.2385,50.6111,744518.1214,852852.4766,215.2419,161,331,899.0462528,29.9841,215.6289,177,287,613.0275,24.7594,65,65,0.020170687,0.010848949,0,0,0,1,1,0,0,0,132000,150000,0.88,2030.769231,2307.692308,1,0,1,3,0,765,215,550,1200,366,852,420,432,450,324,0,0,1252,1951,0,0,5,3960,88000,0.045,-3.1011,148000,24
489,"WORLD WAR II, EASTERN FRONT",TYPHOON,DEFENSE OF MOSCOW,GER AG CENTER,FM VON BOCK,SOV WESTERN AG(+),MARSHAL STALIN,1941.748,36.987,55.6151,1356499.335,37321.39498,173.4655,44,345,1999.037752,44.7106,178.4155,30,310,1939.777,44.0429,700,700,0.077799343,0.475304109,0,0,0,0,1,0,0,0,1100000,1372000,0.801749271,1571.428571,1960,1,0,1,0,1,1800,NA,NA,NA,5746,950,NA,NA,NA,6678,0,0,1252,1951,0,0,65,253000,885000,0.2859,-1.2522,386000,5.5
490,"WORLD WAR II, EASTERN FRONT",MOSCOW COUNTEROFFENSIVE,MOSCOW COUNTEROFFENSIVE,SOV KALININ AG(+),MARSHAL STALIN,GER AG CENTER,FM VON BOCK,1941.929,38.1588,54.8659,103467.2415,1401748.973,165.6223,3,345,2029.592601,45.051,164.7244,3,310,1920.7756,43.8267,1060,1060,0.087004799,0.388075726,0,0,0,0,1,0,0,0,1060300,880000,1.204886364,1000.283019,830.1886792,1,0,0,2,0,667,NA,NA,NA,3440,850,NA,NA,NA,2050,0,0,1951,1252,0,0,34,139000,85300,1.6295,0.4883,171000,4.2
491,"WORLD WAR II, EASTERN FRONT",THE RZEHW OPERATION,POGORELOYE GORODISHCHE,SOV 20TH COMBINED ARMS ARMY,GEN REYTER,GER 9TH ARMY,GEN MODEL,1942.592,34.9379,56.1439,154395.725,1264087.066,207.4464,150,250,278.2057203,16.6795,212.037,175,244,351.6524,18.7524,36,36,0.001191602,0.425914172,0,0,0,1,1,0,0,0,54180,12035,4.501869547,1505,334.3055556,1,0,1,1,1,539,NA,NA,NA,876,258,NA,NA,NA,366,0,0,1951,1252,0,0,4.8889,21327,6534,3.264,1.183,62000,6.8
492,"WORLD WAR II, EASTERN FRONT",LENINGRAD,LENINGRAD (OPERATION SPARK),SOV 2ND ASSAULT ARMY(+),GEN ROMANOVSKIY,GER 18TH ARMY(-),GEN LINDEMANN,1943.033,29.0596,59.6512,643654.9572,1178495.293,128.483,61,165,532.0126772,23.0654,135.2857,109,150,236.5714,15.3809,13,13,0.662496736,0.884351297,0,1,1,0,1,0,0,0,120000,30000,4,9230.769231,2307.692308,1,0,1,0,1,316,90,226,350,1173,20,0,20,140,182,0,0,1951,1252,0,0,7,28000,4150,6.747,1.9091,35000,1
493,"WORLD WAR II, EASTERN FRONT",KURSK (CITADEL),OBOYAN-KURSK (PHASE I),GER 48TH PZ CORPS,GEN KNOBELSDORFF,SOV 6TH GUARDS ARMY,GEN CHISTYAKOV,1943.507,36.0971,50.8903,1275302.211,547641.2377,193.3668,150,246,426.2407994,20.6456,171.8571,152,198,231.8095,15.2253,16,16,0,0,0,0,0,1,0,1,0,0,62000,45000,1.377777778,3875,2812.5,1,0,0,0,1,320,NA,NA,NA,410,55,NA,NA,NA,1180,0,0,1252,1951,0,0,3,1364,5680,0.2401,-1.4265,41000,4.3
494,"WORLD WAR II, EASTERN FRONT",KURSK (CITADEL),OPERATION CITADEL (SOUTHERN SECTOR),GER 4TH PZ ARMY,GEN HOTH,SOV 6TH & 7TH GDS ARMIES,LG CHISTYAKOV,1943.51,36.277,50.8009,1286654.438,556065.3885,202.2497,145,248,374.5927994,19.3544,177.4444,152,213,364.2778,19.0861,30,30,0,0,0,1,1,1,1,0,0,0,140000,75000,1.866666667,4666.666667,2500,1,0,1,0,0,868,NA,NA,900,470,155,NA,NA,837,2115,0,0,1252,1951,0,0,1,3180,4900,0.649,-0.4324,36000,8
495,"WORLD WAR II, EASTERN FRONT",KURSK (CITADEL),OBOYAN-KURSK (PHASE II),GER 48TH PZ CORPS,GEN KNOBELSDORFF,SOV 6TH GDS ARMY(+),GEN CHISTYAKOV,1943.515,36.1873,51.1567,1276415.98,517567.087,185.8208,149,240,472.9146116,21.7466,180.5714,152,213,402.2857,20.0571,20,20,0,0,0,0,0,1,0,1,0,0,60000,149000,0.402684564,3000,7450,1,0,1,0,1,280,NA,NA,NA,375,450,NA,NA,NA,1600,0,0,1252,1951,0,0,4,3500,25800,0.1357,-1.9976,51000,5.7
496,"WORLD WAR II, EASTERN FRONT",KURSK (CITADEL),OBOYAN-KURSK (PHASE III),GER 48TH PZ CORPS,GEN KNOBELSDORFF,SOV 6TH GDS ARMY(+),GEN CHISTYAKOV,1943.526,36.1522,51.224,1273607.911,510467.9084,202.3186,148,259,884.848313,29.7464,188.5556,152,213,404.7778,20.1191,25,25,0,0,0,0,1,1,0,1,0,0,56000,129000,0.434108527,2240,5160,1,0,1,0,1,205,NA,NA,NA,323,310,NA,NA,NA,1490,0,0,1252,1951,0,0,5,2900,30200,0.096,-2.3431,31000,0.6
497,"WORLD WAR II, EASTERN FRONT",KURSK (CITADEL),PROKHOROVKA,SOV STEPPE ARMY GROUP,GEN KONEV,GER 2ND SS PZ CORPS,GEN HAUSSER,1943.529,36.6689,51.0185,529489.3844,1304913.284,216.6781,153,254,406.9579982,20.1732,198.6667,152,244,762.5238,27.6138,25,25,0,0,0,0,0,1,0,1,0,0,78000,82300,0.947752126,3120,3292,1,0,1,0,0,650,NA,NA,NA,1380,505,NA,NA,NA,419,0,0,1951,1252,0,0,2,5700,5100,1.1176,0.1112,28000,0
498,"WORLD WAR II, EASTERN FRONT",KURSK COUNTEROFFENSIVE,KURSK COUNTEROFFENSIVE (SOUTHERN SECTOR),SOV VORONEZH AG(+),GEN VATUTIN,GER 4TH PZ ARMY(+),GEN HOTH,1943.589,36.7372,50.6271,572535.9754,1314946.699,175.5805,30,272,1342.284424,36.6372,176.5613,120,244,926.7695,30.4429,250,250,0.00417327,0.010161092,0,0,0,1,1,0,0,0,980600,280000,3.502142857,3922.4,1120,1,0,1,0,1,2293,NA,NA,NA,6220,600,NA,NA,NA,1600,0,0,1951,1252,0,0,21,117700,39500,2.9797,1.0918,175000,7
500,"WORLD WAR II, EASTERN FRONT",RACE TO THE DNIEPER,MELITOPOL,SOV 4TH UKRANIAN AG,GEN TOLBUKHIN,GER 6TH FIELD ARMY,GEN HOLLIDT,1943.737,35.3182,46.8365,1000576.495,1373267.476,40.5432,-176,168,1995.82882,44.6747,58.6983,-10,187,1505.9516,38.8066,111,111,0.005160165,0,1,0,0,1,1,0,0,0,524724,210000,2.498685714,4727.243243,1891.891892,1,0,1,0,1,778,NA,NA,NA,3450,300,NA,NA,NA,1300,0,0,1951,1252,0,0,41,79000,36500,2.1644,0.7721,348000,7.8
501,"WORLD WAR II, EASTERN FRONT",UKRANIAN CAMPAIGN,KORSUN-SCHEVCHENKOVSKIY,SOV FIRST UKRAINIAN AG(+),GEN VATUTIN,GER 1ST PZ ARMY(-)(+),GEN STEMMERMAN,1944.066,31.2558,49.4158,788788.6904,1051211.784,158.3206,68,270,2246.7126,47.3995,155.7964,72,251,1986.0099,44.5647,180,180,0.043075956,0.041183859,0,1,1,0,1,0,0,0,254950,84500,3.017159763,1416.388889,469.4444444,0,0,1,0,1,451,NA,NA,15290,2650,229,NA,NA,NA,828,0,0,1951,1252,0,0,25,63500,68000,0.9338,-0.0685,173000,5.8
502,"WORLD WAR II, EASTERN FRONT",DNIEPER BRIDGEHEAD,NIKOPOL BRIDGEHEAD,SOV 109TH RIFLE DIV(+),?,GER 335TH INF DIV(+),?,1944.085,34.4027,47.5529,929917.2399,1292180.804,23.9962,11,74,260.7934308,16.1491,30,10,50,333.3333,18.2574,12,12,0,0,1,1,1,0,0,0,1,0,25100,8230,3.04981774,2091.666667,685.8333333,1,0,0,0,1,6,0,6,NA,201,0,0,0,NA,44,0,0,1951,1252,0,0,6,610,480,1.2708,0.2397,34000,1
503,"WORLD WAR II, EASTERN FRONT",CRIMEA 1944,SEVASTOPOL,SOV 4TH UKRANIAN AG,GEN TOLBUKHIN,GER 17TH FIELD ARMY,GEN ALLMENDINGER,1944.342,33.5392,44.6063,1261163.748,1424729.363,99.688,-125,557,16371.84226,127.9525,-33.9048,-108,14,2260.2905,47.5425,25,25,0,0.088488025,0,0,0,1,1,0,0,0,397607,72000,5.522319444,15904.28,2880,1,0,0,0,1,490,NA,NA,NA,3890,50,NA,NA,NA,1050,0,0,1951,1252,0,0,5,35500,48500,0.732,-0.312,46000,3.5
504,"WORLD WAR II, EASTERN FRONT",BYELORUSSIAN OFFENSIVE,BEREZINA RIVER,SOV 3RD GDS MECH CORPS,LG OBUKHOV,GER 299TH INF DIV(+),?,1944.482,28.5677,54.2081,531250.4827,864064.6857,163.9838,148,193,160.9168361,12.6853,168.2857,157,183,76.5714,8.7505,10,10,0.296094634,0.604354692,0,0,0,1,0,1,0,0,16100,8500,1.894117647,1610,850,1,0,0,0,0,196,NA,NA,NA,215,15,NA,NA,NA,82,0,0,1951,1252,0,0,5,670,4795,0.1397,-1.9681,188000,32
505,"WORLD WAR II, EASTERN FRONT",LIBERATION OF E POLAND,LVOV-SANDOMIERZ,SOV 1ST UKRAINIAN AG,MARSHAL KONEV,GER AG NORTHERN UKRAINE,GEN HARPE,1944.531,21.7502,50.6822,1047233.179,506805.6947,275.3251,55,2365,38966.32572,197.3989,280.3071,64,1816,36207.9077,190.2838,440,440,0.097485186,0.200027584,0,0,0,1,1,0,0,0,1200000,900000,1.333333333,2727.272727,2045.454545,1,0,1,1,0,1979,NA,NA,30366,11265,900,NA,NA,NA,4800,0,0,1951,1252,0,0,17,37400,198000,0.1889,-1.6666,348000,18.8
506,"WORLD WAR II, EASTERN FRONT",THE LVOV-SANDOMIERZ OPERATION,BRODY (PHASE I),SOV 15TH RIFLE CORPS,MG TERTISHNIY,GER 913TH INF RGT(+),?,1944.534,25.23,50.0783,934291.9789,711350.7854,240.6107,225,252,42.23960064,6.4992,263.75,228,300,1172.25,34.2381,5.5,5.5,0,0,0,0,0,1,0,1,0,0,39000,3300,11.81818182,7090.909091,600,1,0,1,0,0,34,NA,NA,139,730,0,0,0,NA,44,0,0,1951,1252,0,0,0.6979,980,720,1.3611,0.3083,34000,8
507,"WORLD WAR II, EASTERN FRONT",THE LVOV-SANDOMIERZ OPERATION,BRODY (PHASE II),SOV 15TH RIFLE CORPS,MG TERTISHNIY,GER 349TH INF DIV(+),?,1944.537,25.1336,50.1166,935387.9026,704766.8209,224.8652,212,252,95.74426801,9.7849,228.6667,228,230,1.3333,1.1547,7,7,0.339645166,0,0,0,0,1,0,1,0,0,38500,12900,2.984496124,5500,1842.857143,1,0,1,0,0,55,NA,NA,3288,718,103,NA,NA,NA,103,0,0,1951,1252,0,0,0.75,1750,490,3.5714,1.273,34000,7
508,"WORLD WAR II, EASTERN FRONT",POLAND 1944,"VISTULA RIVER, CROSSING, PHASE I",SOV 91ST RIFLE CORPS,MG VOLKOV,"GER 171ST, 214TH & 26TH INF DIVS",?,1944.575,21.1252,52.2122,998016.9384,430390.0502,86.2642,75,106,55.69189129,7.4627,94.6667,81,108,88.2667,9.395,10,10,0.014686308,0,1,0,0,1,0,1,0,0,12700,5100,2.490196078,1270,510,0,0,1,0,0,0,0,0,NA,205,12,NA,NA,NA,78,0,0,1951,1252,0,0,3,1150,320,3.5938,1.2792,32000,1.3
509,"WORLD WAR II, EASTERN FRONT",POLAND 1944,"VISTULA RIVER, PULAWY, PHASE II",SOV 91ST RIFLE CORPS,MG VOLKOV,"GER 171ST, 214TH & 17TH INF DIVS",?,1944.586,21.9693,51.4164,994864.1058,491540.811,140.1202,112,208,390.7817312,19.7682,156.3333,124,183,458.6667,21.4165,12,12,0,0,0,0,0,1,0,1,0,0,17550,6400,2.7421875,1462.5,533.3333333,1,0,1,0,0,34,NA,NA,NA,308,24,NA,NA,NA,156,0,0,1951,1252,0,0,6,3040,785,3.8726,1.3539,31000,0.4
510,"WORLD WAR II, EASTERN FRONT",ROMANIA 1944,YASSY-KISHINEV OPERATION,SOV 2ND AG(+),GEN MALINOVSKY,GER & ROM AG SOUTHERN UKRAINE,GEN FRIESSNER,1944.636,28.8485,47.0403,1085234.165,1053285.173,236.4689,-1165,2412,94206.76153,306.9312,259.8808,-108,1950,91910.8529,303.168,590,590,0.025190284,0.132658696,0,0,0,1,1,0,0,0,1250000,800000,1.5625,2118.644068,1355.932203,0,0,1,1,0,1428,NA,NA,NA,10469,400,NA,NA,NA,5320,0,0,1951,1252,0,0,10,135000,690000,0.1957,-1.6314,353000,32.5
511,"WORLD WAR II, EASTERN FRONT",LIBERATION OF W POLAND,VISTULA-ODER,SOV 1ST BYELORUSSIAN AG(+),MARSHAL ZHUKOV,GER AG 'A',GFM HARPE,1945.033,16.1044,52.4274,1252320.412,149926.6223,123.6891,-89,1494,13761.80033,117.3107,131.3779,-55,1162,13476.9861,116.0904,480,480,0.0124097,0.160672223,0,0,0,0,1,0,0,0,2200000,560000,3.928571429,4583.333333,1166.666667,1,0,1,0,0,4230,NA,NA,NA,17990,1200,NA,NA,NA,3050,0,0,1951,1252,0,0,23,46900,147400,0.3182,-1.1451,511000,21
512,"WORLD WAR II, EASTERN FRONT",EAST PRUSSIA 1945,EAST PRUSSIA,SOV 2ND BYELORUSSIAN AG(+),MARSHAL ROKOSSOVSKIY,GER AG CENTER,GEN REINHARDT,1945.036,20.6262,54.675,952276.2461,467707.2403,51.5344,-170,308,7848.861398,88.5938,64.1056,-177,259,6930.2689,83.2482,500,500,0.036715349,0.086675157,0,1,1,0,1,0,0,0,1220000,780000,1.564102564,2440,1560,1,0,1,0,1,2035,NA,NA,NA,15540,700,NA,NA,NA,5740,0,0,1951,1252,0,0,19,112000,126000,0.8889,-0.1178,154000,6.6
513,"WORLD WAR II, EASTERN FRONT",RUSSIAN WINTER OFFENSIVE 1945,CIECHANOW (PHASE I),SOV 90TH RIFLE DIV,GEN LYASHCHENKO,GER 7TH INF DIV,?,1945.038,20.6198,52.8815,997620.0218,402974.1187,115.375,110,120,13.71665296,3.7036,120,120,120,0,0,2,2,0,0,0,1,1,0,0,0,1,0,10800,3100,3.483870968,5400,1550,1,0,1,0,1,73,NA,NA,NA,420,12,NA,NA,NA,78,0,0,1951,1252,0,0,1,685,145,4.7241,1.5527,32000,4
514,"WORLD WAR II, EASTERN FRONT",RUSSIAN WINTER OFFENSIVE 1945,CIECHANOW (PHASE II),SOV 90TH RIFLE DIV,GEN LYASHCHENKO,GER 7TH INF DIV,?,1945.041,20.5945,52.8915,998598.5598,401687.2202,116.3235,110,121,5.01356881,2.2391,119.5,119,120,0.5,0.7071,2.5,2.5,0,0,0,1,1,0,0,0,1,0,12115,3900,3.106410256,4846,1560,1,0,1,0,1,190,NA,NA,NA,414,32,NA,NA,NA,84,0,0,1951,1252,0,0,1,850,230,3.6957,1.3072,32000,4
515,"WORLD WAR II, EASTERN FRONT",BERLIN 1945,SEELOW HEIGHTS,SOV 57TH GDS RIFLE DIV(+),MG ZALIZYUK,GER 303RD INF RGT(+),?,1945.29,14.4013,52.5369,1339864.603,54848.69917,18.3333,5,50,270.9513524,16.4606,12,11,13,2,1.4142,2,2,0,0,0,0,0,1,0,0,1,0,13600,3710,3.665768194,6800,1855,1,0,0,0,1,78,NA,NA,160,233,5,NA,NA,30,26,0,0,1951,1252,0,0,2,474,150,3.16,1.1506,31000,1.5
516,"WORLD WAR II, EASTERN FRONT",MANCHURIA 1945,MUTANKIANG,SOV 5TH COMBINED ARMS ARMY,COL GEN KRYLOV,JAP 5TH ARMY,GEN SELICHI,1945.605,129.7007,44.5138,5276810.443,1131461.836,330.3276,229,529,4415.456311,66.4489,674.5,412,1067,58647.5,242.1725,12,12,0,0,1,1,1,1,1,0,0,0,147000,75000,1.96,12250,6250,0,0,0,1,1,770,NA,NA,800,1786,105,105,0,120,584,0,4,1951,1899,0,0,8,10000,36000,0.2778,-1.2809,188000,20
517,"WORLD WAR II (PACIFIC, 1943-1945)",CENTRAL PACIFIC,TARAWA-BETIO,US 2ND MAR DIV(-),MG SMITH,JAP GILBERT ISLANDS GARRISON FORCE(-),ADM SHIBASAKI,1943.888,173.1537,1.3603,14538883.91,4248762.187,4.4,-1,7,11.79991201,3.4351,-233,-233,-233,0,0,1.2,1.2,0,0,0,0,0,1,0,0,1,0,9000,4836,1.861042184,7500,4030,1,0,1,0,1,46,0,46,NA,278,14,14,0,0,53,10,4,2220,1899,0,0,2.0139,3302,4836,0.6828,-0.3816,29000,0.2
